fid,name,description,ratingCount,ratingValue,contentRating,genre,keywords,duration,datePublished,actor,director,image
0810788,Burn Notice,"US spy Michael Weston suddenly finds himself 'burned'-discredited without any form of procedure. Since no one will really help him, he survives by doing impossible jobs for desperate people in Miami.",80381,8,TV-PG,"Action,Crime,Drama","narrated by character,spy,yogurt,ex boyfriend ex girlfriend relationship,florida",0,2007-06-28,"Jeffrey Donovan,Gabrielle Anwar,Bruce Campbell",,https://m.media-amazon.com/images/M/MV5BMTczMzg4NjU1Ml5BMl5BanBnXkFtZTcwODc4NzY5Nw@@._V1_.jpg
0181984,Boiler Room,"A college dropout, attempting to live up to his father's high standards, gets a job as a broker for a suburban investment firm which puts him on the fast track to success. But the job might not be as legitimate as it first appeare...",57330,7,R,"Crime,Drama,Thriller","financial fraud,stock trader,securities fraud,stock market,securities exchange commission",7200,2000-02-18,"Giovanni Ribisi,Vin Diesel,Nia Long",Ben Younger,https://m.media-amazon.com/images/M/MV5BZGU2NmQwNTQtNzVkYi00MDg4LTk5NWUtZDE5ZWM2NDA1N2JlXkEyXkFqcGc@._V1_.jpg
0481141,No Reservations,The life of a top chef changes when she becomes the guardian of her young niece.,80482,6.3,PG,"Comedy,Drama,Romance","meal,restaurant kitchen,claim in title,customer complaint,new employee",6240,2007-07-27,"Catherine Zeta-Jones,Aaron Eckhart,Abigail Breslin",Scott Hicks,https://m.media-amazon.com/images/M/MV5BMTI1NzQ5MzU1OV5BMl5BanBnXkFtZTcwNzExODU0MQ@@._V1_.jpg
8134186,Devs,"A computer engineer investigates the secretive development division in her company, which she believes is behind the disappearance of her boyfriend.",51516,7.6,TV-MA,"Drama,Mystery,Sci-Fi","seeing the future,tech company owner,techno thriller,philosophy,tv mini series",0,2020-03-05,"Sonoya Mizuno,Nick Offerman,Jin Ha",,https://m.media-amazon.com/images/M/MV5BMDBmMGFiNGYtNDRjMS00NzJlLWE5YjctOTkzNDM0ODM5YTRlXkEyXkFqcGc@._V1_.jpg
1358522,White Collar,"A white-collar criminal agrees to help the FBI catch other white-collar criminals using his expertise as an art and securities thief, counterfeiter, and conman.",146308,8.2,TV-PG,"Comedy,Crime,Drama","fbi federal bureau of investigation,thief,jack of all trades,white collar crime,brilliant mind",0,2009-10-23,"Matt Bomer,Tim DeKay,Willie Garson",,https://m.media-amazon.com/images/M/MV5BNDI5MDgyMTYzNF5BMl5BanBnXkFtZTcwMjAwNzk1Mw@@._V1_.jpg
14826022,You People,"Follows a new couple and their families, who find themselves examining modern love and family dynamics amidst clashing cultures, societal expectations and generational differences.",64667,5.5,R,"Comedy,Romance","racial tension,black american,couple,interracial,interracial romance",7020,2023-01-27,"Jonah Hill,Lauren London,Eddie Murphy",Kenya Barris,https://m.media-amazon.com/images/M/MV5BYmQ4MjY2YmYtNDhjZi00ODZmLWFkYmItZmY3YTRmZGMzZjJiXkEyXkFqcGc@._V1_.jpg
0118636,Apt Pupil,A boy blackmails his neighbor after suspecting him to be a Nazi war criminal.,42463,6.7,R,"Crime,Drama,Thriller","nazi,blackmail,war criminal,old man,holocaust",6660,1998-10-23,"Ian McKellen,Brad Renfro,Joshua Jackson",Bryan Singer,https://m.media-amazon.com/images/M/MV5BZmMzOWM4NGQtMjBhZS00YmIxLTkwOTAtY2U0MmFjNWY0NTczXkEyXkFqcGc@._V1_.jpg
0366174,Anacondas: The Hunt for the Blood Orchid,"A scientific expedition sets out for Borneo to seek a flower called the Blood Orchid, which could grant longer life. Meanwhile, they run afoul of snakes and each other.",34785,4.7,PG-13,"Action,Adventure,Horror","orchid,flower,borneo,anaconda,expedition",5820,2004-12-17,"Morris Chestnut,KaDee Strickland,Eugene Byrd",Dwight H. Little,https://m.media-amazon.com/images/M/MV5BNzc5MDg1NTkxNl5BMl5BanBnXkFtZTYwNTcyNjA3._V1_.jpg
0107653,Naked,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,45407,7.7,Not Rated,"Comedy,Drama","sexual humiliation,nihilism,existentialism,rough sex,voyeurism",7860,1993-11-05,"David Thewlis,Lesley Sharp,Katrin Cartlidge",Mike Leigh,https://m.media-amazon.com/images/M/MV5BNDM1ZjQ0ZGQtZTdhMC00MmM3LWI5NTMtMzhjZWUwNzZiYzA3XkEyXkFqcGc@._V1_.jpg
8356942,The 355,"When a top-secret weapon falls into mercenary hands, a wild-card C.I.A. agent joins forces with three international agents on a mission to retrieve it, while staying a step ahead of a mysterious woman who's tracking their every move.",39702,5.6,PG-13,"Action,Thriller","semiautomatic pistol,glock,pistol,handgun,girl spy",7320,2022-01-07,"Jessica Chastain,Penélope Cruz,Bingbing Fan",Simon Kinberg,https://m.media-amazon.com/images/M/MV5BNzhkNmZlODUtYWM4YS00NzRlLWEwOTgtM2U5ZDA0ZDJjNDI3XkEyXkFqcGc@._V1_.jpg
0038348,La Belle et la Bête,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.",28657,7.9,Not Rated,"Drama,Fantasy,Romance","beast,cult film,based on fairy tale,surrealism,based on novel",5760,1946-10-29,"Jean Marais,Josette Day,Mila Parély","Jean Cocteau,René Clément",https://m.media-amazon.com/images/M/MV5BZWJjZDNjMTMtYzJlYy00MDFhLWE0ZWQtYmNkYTQ0NmQzNDU4XkEyXkFqcGc@._V1_.jpg
6079772,The Protégé,"Rescued as a child by the legendary assassin Moody, Anna is the world's most skilled contract killer. However, when Moody is brutally killed, she vows revenge for the man who taught her everything she knows.",39579,6.1,R,"Action,Thriller","revenge,drone,ransom,one person army action,neo noir",6540,2021-08-20,"Michael Keaton,Maggie Q,Samuel L. Jackson",Martin Campbell,https://m.media-amazon.com/images/M/MV5BMzM3NTBlZjMtNTdhYy00Mzc0LThiZGItZGRkMzEyMThhNDM0XkEyXkFqcGc@._V1_.jpg
2084989,Upstream Color,"A man and woman are drawn together, entangled in the life cycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives.",35334,6.5,Not Rated,"Drama,Mystery,Sci-Fi","thief,underwater scene,maggot,reading,coin",5760,2013-08-30,"Amy Seimetz,Frank Mosley,Shane Carruth",Shane Carruth,https://m.media-amazon.com/images/M/MV5BMTQzMzQ4MDAyNF5BMl5BanBnXkFtZTcwNzE0MDk3OA@@._V1_.jpg
1160996,The Colony,"Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.",47833,5.3,Not Rated,"Action,Horror,Sci-Fi","voice over narration,beaten to death,head butt,shotgun,blizzard",5700,2013-09-20,"Kevin Zegers,Laurence Fishburne,Bill Paxton",Jeff Renfroe,https://m.media-amazon.com/images/M/MV5BNzAzNzEzNDA4OF5BMl5BanBnXkFtZTcwOTUwODA3OQ@@._V1_.jpg
4190530,Anthropoid,"Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler.",55809,7.2,R,"Action,Drama,History","operation anthropoid,nazi,conspirator,conspiracy,secret operation",7200,2016-09-09,"Jamie Dornan,Cillian Murphy,Brian Caspe",Sean Ellis,https://m.media-amazon.com/images/M/MV5BMjIxNzE0NjY1Nl5BMl5BanBnXkFtZTgwNjYzOTkxOTE@._V1_.jpg
10310140,Fatman,"A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.",31020,5.9,R,"Action,Adventure,Comedy","christmas,assassin,elf,snow,santa claus character",6000,2020-11-17,"Mel Gibson,Walton Goggins,Marianne Jean-Baptiste","Eshom Nelms,Ian Nelms",https://m.media-amazon.com/images/M/MV5BYTBhNzM3ZDgtMThmMC00Yzc2LTkxYTAtOWE2OTQxNmI4YTg0XkEyXkFqcGc@._V1_.jpg
0083946,Fitzcarraldo,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",39823,8,PG,"Adventure,Drama","opera,jungle,rubber barons,based on true story,rainforest",9480,1982-03-04,"Klaus Kinski,Claudia Cardinale,José Lewgoy",Werner Herzog,https://m.media-amazon.com/images/M/MV5BYzJjNTRkNjUtZGE4MC00YmRlLWI0ODYtMzJjNGZkYWMzNTJhXkEyXkFqcGc@._V1_.jpg
2076220,Holy Motors,"A man boards a limousine to be driven to his day's work: nine mysterious ""appointments.""",49730,7,Not Rated,"Drama,Fantasy","experimental film,graveyard,fake beard and mustache,movie theater,school party",6900,2012-07-04,"Denis Lavant,Edith Scob,Eva Mendes",Leos Carax,https://m.media-amazon.com/images/M/MV5BODk2MDc4MDk2OF5BMl5BanBnXkFtZTcwMTcyODY1OA@@._V1_.jpg
0816556,Lake Mungo,Strange things start happening after a girl is found drowned in a lake.,32162,6.3,R,"Drama,Horror,Mystery","ghost,mockumentary,found footage,fake documentary,birthday",5220,2008-06-18,"Rosie Traynor,David Pledger,Martin Sharpe",Joel Anderson,https://m.media-amazon.com/images/M/MV5BNTQ2YjY1ZmItZWM1MC00YzllLTgzZmItN2E1MmNlMGM5OTBjXkEyXkFqcGc@._V1_.jpg
0082782,My Bloody Valentine,A decades-old folk tale surrounding a deranged murderer killing those who celebrate Valentine's Day turns out to be true to legend when a group defies the killer's order and people start turning up dead.,25942,6.2,R,"Horror,Mystery,Thriller","slasher,slasher killer,canuxploitation,mass murderer,heart ripped out",5400,1981-02-13,"Paul Kelman,Lori Hallier,Neil Affleck",George Mihalka,https://m.media-amazon.com/images/M/MV5BNDQ1MmY3YjgtZWQzNC00OWIzLTgzYTUtODhhNDI0NWI5ZjU0XkEyXkFqcGc@._V1_.jpg
1045670,Happy-Go-Lucky,"A look at a few chapters in the life of Poppy, a cheery, colorful, North London schoolteacher whose optimism tends to exasperate those around her.",41459,7,R,"Comedy,Drama,Romance","teacher,happiness,camden town london,london england,driving instructor",7080,2008-04-18,"Sally Hawkins,Alexis Zegerman,Samuel Roukin",Mike Leigh,https://m.media-amazon.com/images/M/MV5BMTI4ODY1MjIyNV5BMl5BanBnXkFtZTcwMTExMTM5MQ@@._V1_.jpg
9426210,Tenki no ko,"Set during a period of exceptionally rainy weather, high-school boy Hodaka Morishima runs away from his troubled rural home to Tokyo and befriends an orphan girl who can manipulate the weather.",59997,7.5,C16,"Animation,Drama,Fantasy","love,magic,teenager,raining cats and dogs,anime",6720,2019-08-30,"Kotaro Daigo,Nana Mori,Tsubasa Honda",Makoto Shinkai,https://m.media-amazon.com/images/M/MV5BZTg2Mjc4ZmItNTNiZi00MWI2LWJhMDMtNTk1YTVlNmJiOWUwXkEyXkFqcGc@._V1_.jpg
0419294,The Three Burials of Melquiades Estrada,Ranch foreman Pete Perkins looks to fulfill the promise to his recently deceased best friend by burying him in his hometown in Mexico.,42257,7.3,R,"Adventure,Crime,Drama","female nudity,border,u.s. border patrol,buying a house,handcuffed",7260,2005-11-23,"Tommy Lee Jones,Barry Pepper,Dwight Yoakam",Tommy Lee Jones,https://m.media-amazon.com/images/M/MV5BNDBjNTZiNWUtZWFmMy00MzZhLWIyYzAtNjdjMDNmMzg2YTU0XkEyXkFqcGc@._V1_.jpg
0120255,The Sweet Hereafter,"A bus crash in a small town brings a lawyer to defend the families, but he discovers everything isn't what it seems.",37147,7.4,R,Drama,"implied sex,pied piper of hamelin,falling through ice,female full frontal nudity,lawyer",6720,1997-10-10,"Ian Holm,Sarah Polley,Caerthan Banks",Atom Egoyan,https://m.media-amazon.com/images/M/MV5BNzZlYjlmMDYtOTdlMC00NmViLThjMTItMmM2N2NkYTRkOTg1XkEyXkFqcGc@._V1_.jpg
0162065,Angel,"The vampire Angel, cursed with a soul, moves to Los Angeles and aids people with supernatural-related problems while questing for his own redemption.",77299,7.9,TV-14,"Action,Adventure,Drama","shared universe,character name as series title,male protagonist,1990s,2000s",0,1999-10-05,"David Boreanaz,Charisma Carpenter,Alexis Denisof",,https://m.media-amazon.com/images/M/MV5BMjQzMTliMWYtNDQ3Ny00MTdmLWJjODQtNTk3NTcyZDMwMmMwXkEyXkFqcGc@._V1_.jpg
3291150,Expend4bles,"Armed with every weapon they can get their hands on, the Expendables are the world's last line of defense and the team that gets called when all other options are off the table.",46742,4.8,C18,"Action,Adventure,Thriller","good versus evil,teamwork,terrorist,terrorism,shootout",6180,2023-09-22,"Jason Statham,50 Cent,Megan Fox",Scott Waugh,https://m.media-amazon.com/images/M/MV5BOTM5ZjUzZjItNTk5Yi00NzgxLTg3MWMtZDAwMWFlODdhZTBjXkEyXkFqcGc@._V1_.jpg
0076723,Slap Shot,A failing ice hockey team finds success with outrageously violent hockey goonery.,42737,7.2,R,"Comedy,Drama,Sport","hockey violence,hockey fight,ice hockey,cult film,hockey movie",7380,1977-02-25,"Paul Newman,Michael Ontkean,Strother Martin",George Roy Hill,https://m.media-amazon.com/images/M/MV5BMTk0MzcwNzc3NV5BMl5BanBnXkFtZTgwMTYzODg4MDE@._V1_.jpg
0486551,Beerfest,"Two brothers travel to Germany for Oktoberfest, only to stumble upon a secret, centuries-old competition described as a ""Fight Club"" with beer games.",72167,6.2,R,Comedy,"beer,oktoberfest,prostitute,fight,flashing breasts",6600,2006-08-25,"Jay Chandrasekhar,Kevin Heffernan,Steve Lemme",Jay Chandrasekhar,https://m.media-amazon.com/images/M/MV5BMTI4NzYyMDE0OF5BMl5BanBnXkFtZTcwOTIzODczMw@@._V1_.jpg
0075213,The Shootist,A dying gunfighter spends his last days looking for a way to die with a minimum of pain and a maximum of dignity.,27727,7.6,PG,"Drama,Romance,Western","year 1901,reference to arizona,bisbee arizona,el paso texas,tucson arizona",6000,1976-07-21,"John Wayne,Lauren Bacall,Ron Howard",Don Siegel,https://m.media-amazon.com/images/M/MV5BYTMxODM2ZDgtMWMxYy00ZmM5LWJlMWEtMDI0MWVkZWUxZDUyXkEyXkFqcGc@._V1_.jpg
5116302,Togo,"The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.",57691,7.9,PG,"Adventure,Biography,Drama","1920s,dog,sled dog,nome alaska,alaska",6780,2019-12-20,"Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl",Ericson Core,https://m.media-amazon.com/images/M/MV5BZDU2YmExNjctNWViMy00MDc3LTliMjYtYjQ4ZTU4Mzg4YWQ3XkEyXkFqcGc@._V1_.jpg
1176740,Away We Go,"A couple expecting their first child travels the U.S. seeking the perfect ""family home."" They have misadventures and find fresh connections with relatives and old friends who help them discover ""home"" on their own terms for the fi...",55487,7,R,"Comedy,Drama,Romance","road trip,train travel,arizona territory,arizona,arizona desert",5880,2009-06-26,"John Krasinski,Maya Rudolph,Allison Janney",Sam Mendes,https://m.media-amazon.com/images/M/MV5BMTYxNzE3NjAwMl5BMl5BanBnXkFtZTcwODkxOTI0Mg@@._V1_.jpg
4781612,Imperium,"A young FBI agent, eager to prove himself in the field, goes undercover as a white supremacist.",51155,6.5,R,"Crime,Drama,Mystery","white supremacist,undercover agent,fbi agent,cesium 137,terrorism",6540,2016-08-19,"Daniel Radcliffe,Toni Collette,Tracy Letts",Daniel Ragussis,https://m.media-amazon.com/images/M/MV5BMTk5MzY4MDkwOV5BMl5BanBnXkFtZTgwMzY4MzczOTE@._V1_.jpg
3758814,The Ice Road,"After a remote diamond mine collapses in far northern Canada, a 'big-rig' ice road driver must lead an impossible rescue mission over a frozen lake to save the trapped miners.",50340,5.6,PG-13,"Action,Adventure,Thriller","mine,rescue,driver,corporate cover up,corporate corruption",6540,2021-06-25,"Liam Neeson,Marcus Thomas,Laurence Fishburne",Jonathan Hensleigh,https://m.media-amazon.com/images/M/MV5BMDNiMjM2NTYtOGI4MC00YjZkLWE2ZjAtZjcyNDg5ZDNmYWVjXkEyXkFqcGc@._V1_.jpg
9100018,Cobweb,"An eight-year-old boy tries to investigate the mysterious knocking sounds that are coming from inside the walls of his house, unveiling a dark secret that his sinister parents have kept hidden from him.",38788,5.9,R,"Horror,Mystery,Thriller","child protagonist,spider,halloween,8 year old boy,behind the wall",5280,2023-08-25,"Lizzy Caplan,Antony Starr,Cleopatra Coleman",Samuel Bodin,https://m.media-amazon.com/images/M/MV5BNDY5ZGIwZjUtMmVhZi00OTBlLTk5ZTctOTY3Y2VlMGM1ZjI0XkEyXkFqcGc@._V1_.jpg
1072748,Winchester,"Ensconced in her sprawling San Jose, California mansion, eccentric firearm heiress Sarah Winchester (Dame Helen Mirren) believes she is haunted by the souls of people killed by the Winchester repeating rifle.",37716,5.5,PG-13,"Biography,Fantasy,Horror","winchester house,ghost,haunted house,widower,gothic horror",5940,2018-03-09,"Helen Mirren,Sarah Snook,Finn Scicluna-O'Prey","Michael Spierig,Peter Spierig",https://m.media-amazon.com/images/M/MV5BZTUzMDhjZWEtMWRlZi00NWYxLTgyODItMWQyMGUzYzdkMDg3XkEyXkFqcGc@._V1_.jpg
0456144,Lage Raho Munna Bhai,Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.,51303,8,Not Rated,"Comedy,Drama,Romance","papadum,capitalist,mahatma gandhi character,journey,reference to mahatma gandhi",8640,2006-09-01,"Sanjay Dutt,Arshad Warsi,Vidya Balan",Rajkumar Hirani,https://m.media-amazon.com/images/M/MV5BYWY4MDNmZDgtYjYzZS00YTc5LTgwYTYtNTY4MjgyNWRmNTkyXkEyXkFqcGc@._V1_.jpg
0090190,The Toxic Avenger,Tromaville has a monstrous new hero. The Toxic Avenger is born when meek mop boy Melvin falls into a vat of toxic waste. Now evildoers will have a lot to lose.,33405,6.2,R,"Action,Comedy,Horror","absurd violence,superhero,absurdism,bullying,gore",4920,0000-01-01,"Andree Maranda,Mitch Cohen,Jennifer Babtist","Michael Herz,Lloyd Kaufman",https://m.media-amazon.com/images/M/MV5BNDZjMGZjMDktOTZlNC00MTQ5LTkzY2UtZjM1MjE0NDcwNzk1XkEyXkFqcGc@._V1_.jpg
2935476,Far from the Madding Crowd,"In Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a sheep farmer; Frank Troy, a reckless Sergeant; and William Boldwood, a prosperous and mature bachelor.",54916,7.1,PG-13,"Drama,Romance","farm,sheep,three men in love with the same woman,women's rights,based on novel",7140,2015-06-03,"Carey Mulligan,Matthias Schoenaerts,Michael Sheen",Thomas Vinterberg,https://m.media-amazon.com/images/M/MV5BNzI4NzUwNDgwN15BMl5BanBnXkFtZTgwNTI3MjMwNTE@._V1_.jpg
4301160,Black Bird,Jimmy Keene is sentenced to 10 years in a minimum security prison but he cuts a deal with the FBI to befriend a suspected serial killer. Keene has to elicit a confession from Larry Hall to find the bodies of as many as eighteen wo...,117013,8.1,TV-MA,"Biography,Crime,Drama","psychological drama,tv mini series,prison,male rear nudity,male nudity",0,2022-07-08,"Taron Egerton,Paul Walter Hauser,Greg Kinnear",,https://m.media-amazon.com/images/M/MV5BNDIzMzRlZjMtN2IyZC00M2M5LWFkNTYtMDQyMTAwZTE2YzY2XkEyXkFqcGc@._V1_.jpg
0078087,Piranha,"When flesh-eating piranhas are accidentally released into a summer resort's rivers, the guests become their next meal.",25876,5.9,R,"Comedy,Horror,Sci-Fi","piranha,underwater scene,killer fish,swimming,flashing breasts",5640,1978-08-03,"Bradford Dillman,Heather Menzies-Urich,Kevin McCarthy",Joe Dante,https://m.media-amazon.com/images/M/MV5BNjBlMTFmOGYtYzE1Ny00YTY0LWE3YTAtNzIzYzllMTFmMmY1XkEyXkFqcGc@._V1_.jpg
0087909,Phenomena,"A young girl who has an amazing ability to communicate with insects is transferred to an exclusive Swiss boarding school, where her unusual capability might help solve a string of murders.",31055,6.7,R,"Crime,Horror,Mystery","maggot,pet chimpanzee,ape,insect,girls' dormitory",6960,1985-01-31,"Jennifer Connelly,Donald Pleasence,Daria Nicolodi",Dario Argento,https://m.media-amazon.com/images/M/MV5BMDFiY2NhOWMtMDU1Ni00MjA0LWIzNmMtNTQ0MzA1ZDc1OGRiXkEyXkFqcGc@._V1_.jpg
1586265,What to Expect When You're Expecting,"Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby and realize that no matter what you plan for, life does not always deliver what is expected.",76614,5.7,PG-13,"Comedy,Drama,Romance","repetition in title,romantic comedy,pregnancy,photographer,baby",6600,2012-06-29,"Cameron Diaz,Matthew Morrison,J. Todd Smith",Kirk Jones,https://m.media-amazon.com/images/M/MV5BODYzNjI0ODUzNF5BMl5BanBnXkFtZTcwNTI1MjQ2Nw@@._V1_.jpg
0109348,Bullets Over Broadway,"In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",42580,7.4,R,"Comedy,Crime","1930s,reference to breast feeding,street in title,metafiction,jazz music",5880,1995-02-24,"John Cusack,Dianne Wiest,Jennifer Tilly",Woody Allen,https://m.media-amazon.com/images/M/MV5BNjIxNzYzOTMtNThmMy00ZjU0LTlhN2UtYzU4MmUxNjRhYjI1XkEyXkFqcGc@._V1_.jpg
1462059,Falling Skies,Survivors of an alien attack on earth gather together to fight for their lives and fight back.,94035,7.1,TV-14,"Action,Adventure,Drama","alien,military,father son relationship,alien invasion,supernatural power",0,2011-06-19,"Noah Wyle,Drew Roy,Maxim Knight",,https://m.media-amazon.com/images/M/MV5BYTM5NzBkMjgtODYzMC00NzNjLWI0MWYtYmViYzU2ZTVlMjgwXkEyXkFqcGc@._V1_.jpg
